oblast,region,row_id,text,col,local_val,remote_val,action
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,447228,Разведение овец и коз,y122021,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,447228,Разведение овец и коз,y122024,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,447228,Разведение овец и коз,y122023,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,447228,Разведение овец и коз,y122022,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,447229,Разведение овец и коз,y122020,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,447229,Разведение овец и коз,y122021,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,447229,Разведение овец и коз,y122024,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,447229,Разведение овец и коз,y122023,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,447229,Разведение овец и коз,y122022,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,447230,Разведение свиней,y122020,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,447231,Разведение свиней,y122020,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,447233,"Разведение птицы на мясо, племенной птицы и молодняка",y122021,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,447233,"Разведение птицы на мясо, племенной птицы и молодняка",y122022,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,447234,Производство яиц,y122019,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,447234,Производство яиц,y122023,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,447234,Производство яиц,y122022,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,447237,Разведение прочих видов животных,y122023,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,447238,Разведение прочих видов животных,y122023,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448161,Строительство железных дорог и метро,y122020,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448161,Строительство железных дорог и метро,y122021,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448161,Строительство железных дорог и метро,y122019,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448161,Строительство железных дорог и метро,y122024,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448161,Строительство железных дорог и метро,y122023,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448161,Строительство железных дорог и метро,y122022,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448162,Строительство железных дорог и метро,y122020,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448162,Строительство железных дорог и метро,y122021,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448162,Строительство железных дорог и метро,y122019,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448162,Строительство железных дорог и метро,y122024,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448162,Строительство железных дорог и метро,y122023,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448162,Строительство железных дорог и метро,y122022,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448163,Строительство мостов и туннелей,y122021,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448164,Строительство мостов и туннелей,y122021,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,18946136,Строительство дорог и автомагистралей,y122021,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,18946136,Строительство дорог и автомагистралей,y122022,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,18946137,"Деятельность по организации строительства, реконструкции, ремонта, платного движения и содержания автомобильных дорог (участков) общего пользования международного и республиканского значения",y122021,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,18946137,"Деятельность по организации строительства, реконструкции, ремонта, платного движения и содержания автомобильных дорог (участков) общего пользования международного и республиканского значения",y122023,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,18946137,"Деятельность по организации строительства, реконструкции, ремонта, платного движения и содержания автомобильных дорог (участков) общего пользования международного и республиканского значения",y122022,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448165,Строительство распределительных инженерных сооружений,y122022,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448168,Строительство трубопроводов для систем водоснабжения и канализации,y122021,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448168,Строительство трубопроводов для систем водоснабжения и канализации,y122019,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448169,Строительство прочих трубопроводов,y122019,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448170,Строительство линий электропередач и телекоммуникаций ,y122020,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448170,Строительство линий электропередач и телекоммуникаций ,y122022,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448171,Строительство линий электропередач и телекоммуникаций ,y122020,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448171,Строительство линий электропередач и телекоммуникаций ,y122022,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,18696516,Строительство прочих инженерных сооружений,y122019,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,18696517,"Строительство прочих инженерных сооружений, не включенных в другие группировки",y122019,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,18696518,"Строительство прочих инженерных сооружений, не включенных в другие группировки",y122019,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448187,"Монтаж и установка электрического, водопроводного и прочего оборудования",y122024,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448188,Электромонтажные работы,y122020,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,18951435,Прочие электромонтажные работы,y122020,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448192,Прочие строительно-монтажные работы,y122024,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448194,"Прочие строительно-монтажные работы, не включенные в другие группировки",y122024,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448196,Отделочные работы,y122024,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448196,Отделочные работы,y122023,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448199,Столярные и плотницкие работы,y122024,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448199,Столярные и плотницкие работы,y122023,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448200,Столярные и плотницкие работы,y122024,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448200,Столярные и плотницкие работы,y122023,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448207,Прочие специализированные строительные работы,y122020,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448207,Прочие специализированные строительные работы,y122021,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448207,Прочие специализированные строительные работы,y122019,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448207,Прочие специализированные строительные работы,y122023,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448207,Прочие специализированные строительные работы,y122022,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448210,"Прочие специализированные строительные работы, не включенные в другие группировки",y122020,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448210,"Прочие специализированные строительные работы, не включенные в другие группировки",y122021,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448210,"Прочие специализированные строительные работы, не включенные в другие группировки",y122019,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448210,"Прочие специализированные строительные работы, не включенные в другие группировки",y122023,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448210,"Прочие специализированные строительные работы, не включенные в другие группировки",y122022,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448214,"Прочие строительные работы, требующие специальной квалификации",y122020,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448214,"Прочие строительные работы, требующие специальной квалификации",y122021,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448214,"Прочие строительные работы, требующие специальной квалификации",y122019,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448214,"Прочие строительные работы, требующие специальной квалификации",y122023,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448214,"Прочие строительные работы, требующие специальной квалификации",y122022,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,18710964,Разработка строительных проектов,y122020,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,18710965,Разработка строительных проектов,y122020,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,18710966,Разработка строительных проектов,y122020,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,18710969,Строительство жилых зданий,y122022,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,18801543,"Строительство нежилых зданий, за исключением стационарных торговых объектов категорий 1, 2",y122019,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,18801543,"Строительство нежилых зданий, за исключением стационарных торговых объектов категорий 1, 2",y122024,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,18801543,"Строительство нежилых зданий, за исключением стационарных торговых объектов категорий 1, 2",y122023,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,18801543,"Строительство нежилых зданий, за исключением стационарных торговых объектов категорий 1, 2",y122022,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448217,Торговля автомобилями,y122020,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448217,Торговля автомобилями,y122021,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448217,Торговля автомобилями,y122019,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448217,Торговля автомобилями,y122022,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448221,Торговля прочими автотранспортными средствами,y122020,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448221,Торговля прочими автотранспортными средствами,y122021,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448221,Торговля прочими автотранспортными средствами,y122019,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448221,Торговля прочими автотранспортными средствами,y122022,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448223,Розничная торговля прочими автотранспортными средствами в торговых объектах с торговой площадью менее 2000 кв.м,y122020,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448223,Розничная торговля прочими автотранспортными средствами в торговых объектах с торговой площадью менее 2000 кв.м,y122021,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448223,Розничная торговля прочими автотранспортными средствами в торговых объектах с торговой площадью менее 2000 кв.м,y122019,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448223,Розничная торговля прочими автотранспортными средствами в торговых объектах с торговой площадью менее 2000 кв.м,y122022,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448224,Техническое обслуживание и ремонт автомобилей,y122022,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448225,Техническое обслуживание и ремонт автомобилей,y122022,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,20575904,"Техническое обслуживание и ремонт автомобилей, за исключением произведенных станциями технического обслуживания, находящимися на придорожной полосе",y122022,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448230,"Розничная торговля автомобильными деталями, узлами и принадлежностями",y122020,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448230,"Розничная торговля автомобильными деталями, узлами и принадлежностями",y122021,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448230,"Розничная торговля автомобильными деталями, узлами и принадлежностями",y122019,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,18951438,"Розничная торговля автомобильными деталями, узлами и принадлежностями в торговых объектах с торговой площадью менее 2000 кв.м",y122020,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,18951438,"Розничная торговля автомобильными деталями, узлами и принадлежностями в торговых объектах с торговой площадью менее 2000 кв.м",y122021,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,18951438,"Розничная торговля автомобильными деталями, узлами и принадлежностями в торговых объектах с торговой площадью менее 2000 кв.м",y122019,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448238,Оптовая торговля за вознаграждение или на договорной основе,y122020,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448243,Деятельность агентов по оптовой торговле древесиной и строительными материалами,y122022,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448244,Деятельность агентов по оптовой торговле древесиной и строительными материалами,y122022,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448255,Деятельность агентов по оптовой торговле товарами широкого ассортимента,y122020,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448255,Деятельность агентов по оптовой торговле товарами широкого ассортимента,y122022,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448256,Деятельность агентов по оптовой торговле товарами широкого ассортимента,y122020,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448256,Деятельность агентов по оптовой торговле товарами широкого ассортимента,y122022,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448270,Оптовая торговля мясом и мясными продуктами,y122020,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448270,Оптовая торговля мясом и мясными продуктами,y122019,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448271,Оптовая торговля мясом и мясными продуктами,y122020,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448271,Оптовая торговля мясом и мясными продуктами,y122019,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448278,"Оптовая торговля сахаром, шоколадом и сахаристыми кондитерскими изделиями",y122019,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448279,"Оптовая торговля сахаром, шоколадом и сахаристыми кондитерскими изделиями",y122019,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448285,"Неспециализированная оптовая торговля продуктами питания, напитками и табачными изделиями",y122024,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448285,"Неспециализированная оптовая торговля продуктами питания, напитками и табачными изделиями",y122023,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448285,"Неспециализированная оптовая торговля продуктами питания, напитками и табачными изделиями",y122022,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448286,"Неспециализированная оптовая торговля продуктами питания, напитками и табачными изделиями",y122024,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448286,"Неспециализированная оптовая торговля продуктами питания, напитками и табачными изделиями",y122023,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448286,"Неспециализированная оптовая торговля продуктами питания, напитками и табачными изделиями",y122022,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448287,Оптовая торговля непродовольственными товарами потребительского назначения,y122020,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448287,Оптовая торговля непродовольственными товарами потребительского назначения,y122024,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448301,Оптовая торговля фармацевтическими товарами,y122020,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448301,Оптовая торговля фармацевтическими товарами,y122024,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,18946138,"Оптовая торговля фармацевтическими товарами, кроме торговли медицинской техникой и ортопедическими  изделиями",y122020,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,18946138,"Оптовая торговля фармацевтическими товарами, кроме торговли медицинской техникой и ортопедическими  изделиями",y122024,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,18946138,"Оптовая торговля фармацевтическими товарами, кроме торговли медицинской техникой и ортопедическими  изделиями",y122023,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,18946139,Оптовая реализация фармацевтических и медицинских товаров в рамках гарантированного объема бесплатной медицинской помощи,y122019,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,18946139,Оптовая реализация фармацевтических и медицинских товаров в рамках гарантированного объема бесплатной медицинской помощи,y122023,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,18951440,Оптовая торговля медицинской техникой и ортопедическими  изделиями,y122019,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448307,Оптовая торговля прочими непродовольственными товарами потребительского назначения,y122019,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448310,"Оптовая торговля прочими непродовольственными товарами потребительского назначения, не включенными в другие группировки",y122019,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448316,"Оптовая торговля прочими машинами, оборудованием и деталями и принадлежностями к ним",y122021,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448316,"Оптовая торговля прочими машинами, оборудованием и деталями и принадлежностями к ним",y122024,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448316,"Оптовая торговля прочими машинами, оборудованием и деталями и принадлежностями к ним",y122023,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448316,"Оптовая торговля прочими машинами, оборудованием и деталями и принадлежностями к ним",y122022,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448329,Оптовая торговля прочими машинами и оборудованием,y122021,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448329,Оптовая торговля прочими машинами и оборудованием,y122024,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448329,Оптовая торговля прочими машинами и оборудованием,y122023,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448329,Оптовая торговля прочими машинами и оборудованием,y122022,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448330,Оптовая торговля прочими машинами и оборудованием,y122021,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448330,Оптовая торговля прочими машинами и оборудованием,y122024,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448330,Оптовая торговля прочими машинами и оборудованием,y122023,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448330,Оптовая торговля прочими машинами и оборудованием,y122022,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448331,Прочая специализированная оптовая торговля ,y122022,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448332,"Оптовая торговля твердым, жидким и газообразным топливом и подобными продуктами",y122019,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448333,Оптовая торговля сырой нефтью и попутным газом,y122019,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448342,Оптовая торговля металлами и металлическими рудами,y122024,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448342,Оптовая торговля металлами и металлическими рудами,y122023,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448344,"Оптовая торговля чугуном, сталью и их литьем",y122024,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448344,"Оптовая торговля чугуном, сталью и их литьем",y122023,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448347,"Оптовая торговля лесоматериалами, строительными материалами и санитарно-техническим оборудованием",y122024,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448347,"Оптовая торговля лесоматериалами, строительными материалами и санитарно-техническим оборудованием",y122022,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448352,Оптовая торговля древесиной и продукцией обработки древесины,y122024,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448354,Оптовая торговля санитарно-техническим оборудованием,y122022,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448356,"Оптовая торговля скобяными изделиями, водопроводным и отопительным оборудованием и  инвентарем",y122020,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448357,"Оптовая торговля скобяными изделиями, водопроводным и отопительным оборудованием и  инвентарем",y122020,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448363,Оптовая торговля прочими промежуточными продуктами,y122024,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448363,Оптовая торговля прочими промежуточными продуктами,y122023,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448365,Оптовая торговля прочими промежуточными продуктами,y122024,,x,PATCHED
АЛМАТИНСКАЯ ОБЛАСТЬ,ИЛИЙСКИЙ РАЙОН,448365,Оптовая торговля прочими промежуточными продуктами,y122023,,x,PATCHED
